Supplier type;Supplier;Invoice type;Invoice number;Invoice owner;Amount
Office supplies;Luctus Curabitur Institute;Small invoice;114375;Medge Patel;1422000
;Cum Inc.;Medium invoice;114376;Medge Patel;10906000
;Sed Incorporated;Small invoice;114377;Medge Patel;350000
;Habitant Morbi Tristique LLP;Small invoice;114378;Medge Patel;3733000
;Rutrum Justo Praesent Corporation;Small invoice;114379;Medge Patel;2975000
;Tortor At Risus Limited;Small invoice;114380;Medge Patel;390000
;Nibh Enim Foundation;Partner;114381;Medge Patel;150000
;Nibh Enim Foundation;Partner;114382;Medge Patel;30000
;Sem Nulla Interdum Company;Small invoice;114383;Medge Patel;5830000
;Congue Elit PC;Small invoice;114384;Cullen Combs;1250000
;Pellentesque Associates;Medium invoice;114385;Medge Patel;15232000
;Tellus Justo Institute;Small invoice;114386;Hunter Garcia;1972000
;Mauris Sapien Cursus Consulting;Small invoice;114387;Cullen Combs;6250000
;Mauris Sapien Cursus Consulting;Small invoice;114388;Cullen Combs;3120000
;Ut Semper Incorporated;Small invoice;114390;Dennis Robertson;9100000
;Gravida Mauris Ut Institute;Medium invoice;114391;Dennis Robertson;12949000
;Odio PC;Small invoice;114392;Dennis Robertson;1516000
;Lectus Pede Inc.;Small invoice;114394;Hunter Garcia;2259000
;Mauris Eu Elit Inc.;Small invoice;114395;Rebecca Love;4556000
;Est Mollis Foundation;Small invoice;114396;Hunter Garcia;2848000
;Mauris Eu Elit Inc.;Medium invoice;114397;Rebecca Love;23089000
;Purus Mauris Limited;Small invoice;114398;Hunter Garcia;9310000
;Purus Mauris Limited;Small invoice;114399;Hunter Garcia;19000
;Tempus Scelerisque Institute;Small invoice;114400;Hunter Garcia;27000
;Tempus Scelerisque Institute;Small invoice;114401;Hunter Garcia;405000
;Nulla Facilisis Foundation;Small invoice;114402;Hunter Garcia;5060000
;Lectus Pede Inc.;Small invoice;114403;Hunter Garcia;4063000
;Amet Lorem Industries;Employee declaration;114405;;950000
;Amet Lorem Industries;Employee declaration;114406;;300000
;Phasellus Nulla Integer LLP;Employee declaration;114407;;3000000
;Phasellus Nulla Integer LLP;Employee declaration;114408;;500000
;Sociis Natoque Ltd;Employee declaration;114409;;500000
;Imperdiet Non Vestibulum LLP;Employee declaration;114410;;1000000
;Libero Proin Corporation;Employee declaration;114411;;500000
;A Inc.;Employee declaration;114412;;3000000
;Morbi Institute;Employee declaration;114413;;500000
;Orci In Ltd;Employee declaration;114414;;1090000
;Vel Nisl Quisque Incorporated;Small invoice;114415;Lars Walker;10000
;Accumsan Neque Et LLC;Small invoice;114416;Medge Patel;4890000
;Pellentesque Associates;Small invoice;114417;Hunter Garcia;9044000
;Pellentesque Associates;Medium invoice;114418;Hunter Garcia;65404000
;Pellentesque Associates;Medium invoice;114419;Rebecca Love;36176000
;Dignissim Magna Inc.;Small invoice;114420;Medge Patel;320000
Office supplies;Amet Ltd;Small invoice;114421;Medge Patel;270000
;Nascetur Corp.;Small invoice;114422;Medge Patel;550000
;Metus Eu PC;Small invoice;114425;Gary Le;2618000
;Vivamus Sit LLP;Medium invoice;114426;Fiona Luna;35971000
;Accumsan Neque Et LLC;Small invoice;114427;Gary Le;440000
;Posuere Cubilia Institute;Small invoice;114428;Clio Butler;7190000
;Nec Leo Morbi Company;Small invoice;114429;Fiona Luna;1642000
;In Faucibus Orci Industries;Medium invoice;114430;Gary Le;23324000
;In Faucibus Orci Industries;Small invoice;114431;Gary Le;7235000
;In Faucibus Orci Industries;Small invoice;114432;Gary Le;6854000
;Non Institute;Small invoice;114433;Fiona Luna;290000
;Malesuada Id LLP;Small invoice;114434;Fiona Luna;2100000
;Malesuada Id LLP;Small invoice;114435;Fiona Luna;2650000
;Malesuada Id LLP;Small invoice;114436;Fiona Luna;1550000
;Egestas Aliquam Ltd;Small invoice;114437;Clio Butler;890000
;Sed Sapien Nunc Ltd;Small invoice;114438;Gary Le;7338000
;Mollis Lectus Pede Ltd;Medium invoice;114439;Gary Le;24347000
;Ornare In Faucibus Institute;Small invoice;114440;Alan Boyer;945000
;Mollis Lectus Pede Incorporated;Small invoice;114442;;952000
;Vivamus Sit Amet Inc.;Medium invoice;114443;Gary Le;17597000
;Malesuada Id LLP;Small invoice;114444;Alan Boyer;1830000
;Malesuada Id LLP;Small invoice;114445;Alan Boyer;1950000
;Egestas Rhoncus Proin Company;Small invoice;114446;Fiona Luna;1200000
;Luctus Incorporated;Medium invoice;114448;Hunter Garcia;11495000
;Augue Ac Foundation;Small invoice;114449;Rebecca Love;113000
;Augue Ac Foundation;Small invoice;114450;Rebecca Love;1309000
;Ornare In Faucibus Institute;Small invoice;114451;Medge Patel;121000
;Proin Ultrices Duis Consulting;Small invoice;114452;Rebecca Love;4543000
;Sodales Nisi Industries;Small invoice;114453;Medge Patel;40000
;Tellus Nunc LLC;Small invoice;114454;Medge Patel;1170000
;Eu Ligula Aenean Corp.;Small invoice;114457;Rebecca Love;1200000
;Tempus Non Ltd;Small invoice;114458;Cullen Combs;9000000
;Tempus Non Ltd;Small invoice;114459;Medge Patel;9000000
;Tempus Non Ltd;Small invoice;114460;Medge Patel;9000000
;Tempus Non Ltd;Small invoice;114461;Medge Patel;9000000
;Non Institute;Small invoice;114466;Medge Patel;340000
;Non Institute;Small invoice;114467;Medge Patel;650000
;Convallis Ligula Company;Small invoice;114469;Medge Patel;13000
;Ornare Sagittis Felis Inc.;Small invoice;114470;Medge Patel;6030000
;Imperdiet Dictum Company;Preferred supplier;114472;Cullen Combs;2165000
;Accumsan Institute;Small invoice;114473;Medge Patel;2388000
;Vitae Diam Proin PC;High-level invoice;114474;Medge Patel;142179000
;Interdum Corp.;Small invoice;114475;Medge Patel;1870000
;Vulputate Ullamcorper Institute;Small invoice;114477;Macy Hurst;1161000
;Vulputate Ullamcorper Institute;Small invoice;114478;Macy Hurst;2550000
;Vulputate Ullamcorper Institute;Small invoice;114479;Macy Hurst;7070000
;Pharetra Ut Ltd;Small invoice;114480;Macy Hurst;960000
;Pharetra Ut Ltd;Small invoice;114481;Macy Hurst;620000
;Pharetra Ut Ltd;Small invoice;114482;Macy Hurst;4680000
;Pharetra Ut Ltd;Small invoice;114483;Macy Hurst;4570000
;Vulputate Ullamcorper Institute;Small invoice;114484;Macy Hurst;1150000
;Vulputate Ullamcorper Institute;Small invoice;114485;Macy Hurst;6890000
;Lorem Sit Institute;Employee declaration;114487;;1600000
;Ligula Company;Employee declaration;114488;;1300000
;Facilisis Eget Limited;Employee declaration;114489;;2430000
;Facilisis Eget Limited;Employee declaration;114490;;340000
;Facilisis Eget Limited;Employee declaration;114491;;160000
;Facilisis Eget Limited;Employee declaration;114492;;740000
;Luctus Sit Incorporated;Small invoice;114493;Hunter Garcia;5780000
;Etiam Imperdiet Corporation;Small invoice;114494;Hunter Garcia;1370000
;Adipiscing Consulting;Small invoice;114495;Hunter Garcia;1547000
;Lacinia Consulting;Small invoice;114496;Cullen Combs;4641000
;Nonummy Ut Molestie Associates;Small invoice;114497;Cullen Combs;3507000
;Nec Enim Nunc Corp.;Small invoice;114498;Hunter Garcia;1639000
;Lacus Mauris LLC;Small invoice;114499;Hunter Garcia;1047000
;Augue Ac Foundation;Small invoice;114500;Hunter Garcia;5050000
;Tellus Lorem Eu Associates;Small invoice;114501;Hunter Garcia;2618000
;Non Institute;Small invoice;114502;Hunter Garcia;2406000
;Non Institute;Small invoice;114503;Hunter Garcia;3140000
;Ridiculus Foundation;Small invoice;114504;Medge Patel;2810000
;Maecenas Mi Felis Inc.;Small invoice;114505;Medge Patel;3500000
;Donec Fringilla LLC;Small invoice;114506;Medge Patel;230000
;Ornare Sagittis Limited;Small invoice;114507;Medge Patel;32000
;Bibendum PC;Small invoice;114508;Medge Patel;8100000
;Conubia Nostra Per LLC;Small invoice;114509;Medge Patel;1030000
Office supplies;Pellentesque Tincidunt Tempus Institute;Small invoice;114510;;2378000
;Nunc Id Institute;Employee declaration;114513;;220000
;Nunc Id Institute;Employee declaration;114514;;400000
;Nunc Id Institute;Employee declaration;114515;;390000
;Ut Nulla Cras Foundation;Small invoice;114516;Medge Patel;3600000
;Fringilla Mi Lacinia LLC;Small invoice;114517;Medge Patel;1904000
;Fusce Mollis Duis Incorporated;Small invoice;114518;Medge Patel;1273000
;Nec Enim Nunc Consulting;Small invoice;114519;Medge Patel;2730000
;Senectus Et Incorporated;Small invoice;114520;Medge Patel;1150000
;Non Institute;Small invoice;114521;Medge Patel;5281000
;Non Institute;Small invoice;114522;Medge Patel;1657000
;Non Institute;Small invoice;114523;Medge Patel;2441000
;Eget Lacus LLC;Small invoice;114524;Medge Patel;2020000
;Ac Arcu Nunc Limited;Small invoice;114525;Medge Patel;2890000
;Ac Arcu Nunc Limited;Small invoice;114526;Medge Patel;2890000
;Vestibulum Foundation;Small invoice;114527;Medge Patel;1807000
;Posuere Limited;Employee declaration;127016;;450000
;Duis Ac Company;High-level invoice;114528;Medge Patel;358904000
;Ridiculus Foundation;Small invoice;114529;Medge Patel;2160000
;Interdum Feugiat Limited;Small invoice;114530;Medge Patel;7577000
;Lectus Ante Dictum Limited;Small invoice;114531;Medge Patel;1070000
;Feugiat Tellus Foundation;Small invoice;114532;Medge Patel;7610000
;Ac Arcu Nunc Limited;Small invoice;114533;Rebecca Love;1970000
;Lacus Institute;Small invoice;114534;Cullen Combs;1870000
Office supplies;Euismod LLC;Small invoice;114535;Rebecca Love;590000
Office supplies;Euismod LLC;Small invoice;114536;Rebecca Love;610000
;Ridiculus Foundation;Small invoice;114537;Rebecca Love;2220000
;Metus In Lorem Institute;Small invoice;114538;Lars Walker;1790000
;Gravida Inc.;Small invoice;114539;Lars Walker;1850000
;Egestas Rhoncus Proin Company;Small invoice;114540;Kyla Jackson;7490000
;Nec Metus Facilisis Ltd;Small invoice;114541;Rebecca Love;2499000
;Turpis Non Enim Corp.;Small invoice;114543;Medge Patel;750000
;Enim Nisl Elementum Associates;Small invoice;114544;Rebecca Love;40000
;Enim Nisl Elementum Associates;Small invoice;114545;Rebecca Love;40000
;Non Leo Corp.;Small invoice;114546;Cullen Combs;10000
;Vel PC;Partner;114547;Cullen Combs;1590000
;Vestibulum Foundation;Small invoice;114548;Cullen Combs;1523000
;Vitae Semper Egestas Company;Small invoice;127902;Hunter Garcia;7546000
;Vitae Posuere Limited;Small invoice;127908;Dennis Robertson;2923000
;Arcu Ac Institute;Small invoice;127909;Dennis Robertson;1065000
;Quis Associates;Employee declaration;112976;;400000
;Nulla Facilisis Foundation;Small invoice;127910;Dennis Robertson;8290000
;Gravida LLC;Small invoice;114549;Cleo Mckinney;1250000
;Ultrices A Auctor Company;Small invoice;114550;Rebecca Love;1590000
;Etiam Imperdiet Corporation;Small invoice;114551;Rebecca Love;390000
;Ornare Sagittis Felis Inc.;Small invoice;114552;Rebecca Love;3177000
;Vel Venenatis Vel Company;Small invoice;114553;Rebecca Love;6510000
;Vel Venenatis Vel Company;Small invoice;114554;Rebecca Love;15000
;Malesuada Id LLP;Small invoice;114555;Alan Boyer;9470000
;Malesuada Id LLP;Small invoice;114556;Alan Boyer;1344000
;Tristique Pharetra Quisque Inc.;Small invoice;114572;Clio Butler;2960000
;Tristique Pharetra Quisque Inc.;Small invoice;114573;Clio Butler;1480000
;Mauris Company;Small invoice;114575;Clio Butler;6390000
;Mauris Company;Medium invoice;114576;Clio Butler;60853000
;Arcu Curabitur Ut PC;Small invoice;114578;Clio Butler;825000
;Ultricies Ornare Industries;Small invoice;114579;Clio Butler;2088000
;Ultricies Ornare Industries;Small invoice;114580;Clio Butler;174000
;Nullam Feugiat Corporation;Small invoice;114581;Cruz Abbott;720000
;Ultricies Ornare Industries;Small invoice;114582;Clio Butler;2088000
;Ultricies Ornare Industries;Small invoice;114583;Clio Butler;2436000
;Vel PC;Partner;114584;Hunter Garcia;2490000
;Vel PC;Partner;114585;Hunter Garcia;750000
;Non Limited;Preferred supplier;114586;Hunter Garcia;1755000
;Vel PC;Partner;114587;Hunter Garcia;3030000
;Vel PC;Partner;114588;Hunter Garcia;4060000
;Ac Orci Corporation;Small invoice;114589;Hunter Garcia;2600000
;Per Conubia Foundation;Small invoice;114590;Cullen Combs;8170000
;Augue Ac Foundation;Small invoice;114591;Medge Patel;5440000
;Nulla At Sem LLP;Medium invoice;114592;Rebecca Love;23261000
;Nulla At Sem LLP;Small invoice;114593;Rebecca Love;2711000
Office supplies;Pellentesque Tincidunt Tempus Institute;Small invoice;114594;Medge Patel;2378000
Machinery;Proin LLC;Preferred supplier;114595;Hunter Garcia;178284000
;Lacus Corp.;Preferred supplier;114596;Hunter Garcia;21315000
;Facilisis Ltd;Small invoice;114597;Dennis Robertson;2341000
;Elit Sed Institute;Small invoice;114598;Dennis Robertson;1818000
;Sem Ut Inc.;Small invoice;114599;Dennis Robertson;1000000
;Lectus Pede Inc.;Small invoice;114602;Rebecca Love;4270000
;Lectus Pede Inc.;Small invoice;114603;Hunter Garcia;2720000
;Aenean Sed Pede Consulting;Small invoice;114604;Hunter Garcia;700000
;Dui Fusce Corp.;Small invoice;114605;Cullen Combs;950000
;Nec Foundation;Small invoice;114606;Hunter Garcia;10000
;Cursus Purus Associates;Small invoice;114607;Cullen Combs;8990000
Office supplies;Amet Ltd;Small invoice;114608;Hunter Garcia;680000
;Sed Sapien Nunc Ltd;Small invoice;114609;Hunter Garcia;4864000
;Gravida Associates;Small invoice;114610;Macy Hurst;1340000
;Erat Eget Ipsum Consulting;Medium invoice;114611;Hunter Garcia;17794000
;Erat Eget Ipsum Consulting;Small invoice;114612;Hunter Garcia;4745000
;Nec Diam Duis Ltd;Small invoice;114613;Hunter Garcia;2439000
;Interdum Limited;Medium invoice;128022;Hunter Garcia;99904000
;Lorem Lorem Luctus Ltd;Partner;128024;Lars Walker;119000
;Lorem Lorem Luctus Ltd;Partner;128025;Lars Walker;2672000
;Metus In Lorem Incorporated;Small invoice;128027;Rebecca Love;1490000
;Imperdiet Dictum Company;Preferred supplier;128028;Rebecca Love;2522000
;Non Institute;Small invoice;128029;Rebecca Love;1720000
;Libero Nec Industries;Small invoice;128031;Rebecca Love;4032000
;Libero Nec Industries;Small invoice;128032;Rebecca Love;3045000
;Libero Nec Industries;Small invoice;128033;Rebecca Love;860000
;Ipsum Sodales Company;Small invoice;128034;Cullen Combs;1314000
;Conubia Nostra Per LLC;Small invoice;128035;Cullen Combs;8734000
;Quam PC;Medium invoice;128036;Rebecca Love;14204000
;Ullamcorper LLC;Small invoice;128037;Rebecca Love;6437000
;Felis Corporation;Small invoice;128038;Cullen Combs;60000
;In Cursus Associates;Small invoice;128039;Rebecca Love;15000
;Aliquet Metus Urna Inc.;Small invoice;128040;Rebecca Love;2710000
;Ultrices Mauris Ipsum PC;Small invoice;114614;Hunter Garcia;540000
;Augue Ac Foundation;Small invoice;114615;Hunter Garcia;2201000
;Pharetra Sed Corporation;Small invoice;114616;Medge Patel;1200000
;Tellus Nunc LLC;Small invoice;114617;Medge Patel;590000
;Consequat Nec Mollis Institute;Small invoice;114618;Cullen Combs;1095000
;Consequat Nec Mollis Institute;Small invoice;114619;Cullen Combs;8240000
;Consequat Nec Mollis Institute;Small invoice;114620;Cullen Combs;20000
;Malesuada Id LLP;Small invoice;114658;Alan Boyer;2110000
Office supplies;Semper Foundation;Small invoice;128136;Alan Boyer;1120000
Office supplies;Semper Foundation;Small invoice;128137;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;128138;Alan Boyer;1120000
Office supplies;Semper Foundation;Small invoice;128139;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;128140;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;128141;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;128142;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;128143;Fiona Luna;1610000
Office supplies;Semper Foundation;Small invoice;128144;Fiona Luna;630000
Office supplies;Semper Foundation;Small invoice;128145;Fiona Luna;630000
Office supplies;Semper Foundation;Small invoice;128146;Fiona Luna;630000
Office supplies;Semper Foundation;Small invoice;128147;Fiona Luna;630000
Office supplies;Semper Foundation;Small invoice;128148;Fiona Luna;630000
Office supplies;Semper Foundation;Small invoice;128149;Fiona Luna;630000
Office supplies;Semper Foundation;Small invoice;128150;Fiona Luna;630000
Office supplies;Semper Foundation;Small invoice;128151;Fiona Luna;1120000
Office supplies;Semper Foundation;Small invoice;128152;Fiona Luna;630000
Office supplies;Semper Foundation;Small invoice;128153;Fiona Luna;1120000
Office supplies;Semper Foundation;Small invoice;128154;Fiona Luna;630000
Office supplies;Semper Foundation;Small invoice;128155;Fiona Luna;630000
Office supplies;Semper Foundation;Small invoice;128156;Fiona Luna;1120000
;Ultricies Ornare Industries;Small invoice;113006;Clio Butler;348000
;Malesuada Id LLP;Small invoice;128157;Alan Boyer;1127000
Technical equipment;Ligula Ltd;Medium invoice;128158;Cruz Abbott;14458000
;Non Institute;Small invoice;128159;Alan Boyer;6560000
;Malesuada Id LLP;Small invoice;128160;Alan Boyer;1830000
;Lacus Inc.;Medium invoice;128161;Alan Boyer;51487000
;Aliquam Arcu Corp.;Small invoice;128162;Alan Boyer;5304000
;Elementum At Ltd;Medium invoice;128163;Alan Boyer;11156000
;Luctus Industries;Medium invoice;128164;Gary Le;10263000
;Nec Company;Small invoice;114659;Alan Boyer;8315000
;Sed Sapien Nunc Ltd;Small invoice;114662;Gary Le;9617000
;Nullam Limited;Small invoice;114663;Clio Butler;6664000
;Nullam Limited;High-level invoice;114664;Clio Butler;100055000
;Vivamus Sit Amet Inc.;Medium invoice;114666;Gary Le;14489000
;Consectetuer Adipiscing Incorporated;Small invoice;128282;Cullen Combs;6540000
;Feugiat Tellus Lorem Associates;Small invoice;128283;Rebecca Love;1830000
;Elit Company;Small invoice;128284;Dennis Robertson;5530000
;Nunc Mauris Institute;Small invoice;128285;Dennis Robertson;2327000
;Nec Ante Maecenas Consulting;Small invoice;128286;Rebecca Love;130000
Technical equipment;In Consectetuer Ipsum Limited;Medium invoice;114680;Alan Boyer;15172000
Technical equipment;In Consectetuer Ipsum Limited;Medium invoice;114681;Alan Boyer;18207000
Technical equipment;In Consectetuer Ipsum Limited;Medium invoice;114682;Alan Boyer;15172000
Technical equipment;In Consectetuer Ipsum Limited;Medium invoice;114683;Alan Boyer;17195000
Technical equipment;In Consectetuer Ipsum Limited;Small invoice;114684;Alan Boyer;2023000
Technical equipment;In Consectetuer Ipsum Limited;Small invoice;114686;Alan Boyer;1071000
Technical equipment;In Consectetuer Ipsum Limited;Medium invoice;114687;Alan Boyer;18207000
Technical equipment;In Consectetuer Ipsum Limited;Small invoice;114688;Alan Boyer;2618000
;Nulla At Institute;Preferred supplier;128375;Hunter Garcia;110000
;Nulla At Institute;Preferred supplier;128376;Lars Walker;5840000
;Nulla At Institute;Preferred supplier;128377;Hunter Garcia;15232000
;Nulla At Institute;Preferred supplier;128378;Hunter Garcia;9880000
;Nulla At Institute;Preferred supplier;128379;Lars Walker;2970000
